,公告日期,代码,公告标题,current_close,current_open,current_high,current_low,current_vol,next_close,up_or_down,pos_or_neg
175,2022-06-17,603238.SH,诺邦股份关股权激励限制性股票回购注销实施,9.97,10.09,10.12,9.83,9371.9,10.33,1,0
176,2022-06-17,603336.SH,独立董事关四届董事会二十四次会议相关事项事前认意见四届董事会二十四次会议决议独立董事关四届董事会二十四次会议相关事项独立意见年公开发行转换公司债券持人会议规四届监事会十八次会议决议关召开年二次时股东大会通知关前次募集资金使情况专项报告关公开发行转换公司债券预案关外投资事项关公开发行转换公司债券募集资金运行性分析报告前次募集资金使情况专项报告关公开发行转换公司债券摊薄期回报填补措施相关承诺关最近五年未证券监部门证券交易采取监措施处罚关宏辉果蔬股份限公司非常性损益净资产收益率股收益审核报告,6.4,6.49,6.58,6.28,123504.0,6.39,0,1
177,2022-06-17,603377.SH,东方时尚关东时转债交易风险提示性东方时尚年二次时股东大会会议资料,6.04,6.19,6.22,5.95,195778.0,6.08,0,1
178,2022-06-17,603388.SH,关元成环境股份限公司年年度报告信息披露监工作函中关财务会计问题专项说明元成环境股份限公司关上海证券交易公司年年度报告信息披露监工作函回复,7.16,6.9,7.35,6.87,52570.4,7.15,0,-1
179,2022-06-17,603559.SH,中通国脉通信股份限公司股东董事高级理人员集中竞价减持股份进展,11.06,11.01,11.2,10.84,19390.4,11.07,0,1
180,2022-06-17,603588.SH,高环境关非公开发行股股票申请获中国证监会核准批复,11.48,11.49,11.57,11.18,113734.0,11.59,0,1
181,2022-06-17,603608.SH,董事减持股份进展关持股关天创转债年付息,4.9,5.05,5.06,4.85,182324.0,4.91,0,0
182,2022-06-17,603659.SH,上海璞泰新源科技股份限公司关子公司提供担保进展,78.13,72.56,79.58,72.0,165516.0,83.69,1,1
183,2022-06-17,603667.SH,浙江五洲新春集团股份限公司关变更持续督导保荐机构保荐代表人,15.8,14.36,15.99,14.1,229446.0,16.85,1,1
184,2022-06-17,603668.SH,天马科技股票交易异常波动关福建天马科技集团股份限公司股票交易异常波动问询函回复天马科技年次时股东大会会议资料北京市天元深圳律师事务关福建天马科技集团股份限公司年员工持股计划草案法律意见深圳价值线咨询顾问限公司关福建天马科技集团股份限公司年员工持股计划草案独立财务顾问报告,18.49,18.97,19.27,18.11,233642.0,19.73,1,-1
185,2022-06-17,603683.SH,晶华新材监事集中竞价减持股份结果,9.24,9.12,9.4,9.11,43395.7,9.23,0,-1
186,2022-06-17,603839.SH,安正时尚集团股份限公司关高级理人员集中竞价减持股份计划,7.56,7.65,7.65,7.4,17070.4,7.61,0,1
187,2022-06-17,603963.SH,大理药业股份限公司股票交易异常波动关大理药业股份限公司股票交易异常波动问询函回复,15.09,15.96,16.2,14.97,292661.0,16.6,1,-1
188,2022-06-17,605009.SH,杭州豪悦护理品股份限公司关使部分闲置资金进行现金理期赎回,38.41,38.61,38.75,37.99,9291.6,38.81,0,0
189,2022-06-17,605117.SH,关外担保进展德业股份最近期财务报表,217.1,204.35,217.38,202.8,25834.1,235.9,1,1
190,2022-06-17,605122.SH,重庆四方新材股份限公司监事集中竞价减持股份结果,17.28,17.31,17.41,17.02,8502.87,17.57,1,-1
191,2022-06-17,605128.SH,上海浦金属制品股份限公司年年度权益分派实施上海浦金属制品股份限公司关年度业绩说明会召开情况上海浦金属制品股份限公司独立董事关公司四届董事会十三次会议相关事项独立意见上海浦金属制品股份限公司关四届董事会十三次会议决议上海浦金属制品股份限公司关四届监事会十三次会议决议上海浦金属制品股份限公司关截年月日止前次募集资金使情况专项报告上海浦金属制品股份限公司截年月日止前次募集资金使情况报告鉴证报告,40.1,40.99,41.68,36.48,37662.0,39.78,0,1
192,2022-06-17,688068.SH,独立董事候选人声明徐小舸北京热景生物技术股份限公司证券投资制度北京热景生物技术股份限公司二届监事会三十次会议决议北京热景生物技术股份限公司二届董事会三十七次会议决议中德证券关北京热景生物技术股份限公司参投资基金暨关联交易核查意见独立董事提名人声明提名人徐小舸北京市热景生物技术股份限公司关召开年次时股东大会通知独立董事提名人声明提名人喻长远独立董事候选人声明宋云锋独立董事提名人声明提名人宋云锋北京热景生物技术股份限公司关选举三届监事会职工代表监事北京热景生物技术股份限公司独立董事关二届董事会三十七次会议相关事项独立意见独立董事候选人声明喻长远北京热景生物技术股份限公司关修改公司章程北京热景生物技术股份限公司独立董事关二届董事会三十七次会议相关事项事前认意见北京热景生物技术股份限公司关董事会监事会换届选举北京热景生物技术股份限公司关参投资基金暨关联交易北京热景生物技术股份限公司章程年月修订,82.39,83.0,83.0,81.31,30150.6,82.99,0,1
193,2022-06-17,688155.SH,上海先惠动化技术股份限公司首次公开发行部分限售股上市流通东兴证券股份限公司关上海先惠动化技术股份限公司首次公开发行部分限售股上市流通核查意见,110.4,98.0,110.4,98.0,32704.6,111.38,0,1
194,2022-06-17,688210.SH,国金证券股份限公司关深圳市泛海统联精密制造股份限公司首次公开发行网下配售限售股上市流通核查意见深圳市泛海统联精密制造股份限公司首次公开发行网下配售限售股上市流通,22.02,21.6,22.18,21.25,4978.35,22.6,1,1
195,2022-06-17,688216.SH,气派科技股份限公司四届监事会次会议决议气派科技股份限公司四届董事会次会议独立董事意见气派科技股份限公司四届董事会次会议决议气派科技股份限公司关外投资设立控股子公司愿披露气派科技股份限公司年次时股东大会决议,27.58,28.28,28.59,27.32,11785.0,27.74,0,1
196,2022-06-17,688222.SH,北京君合成都律师事务关成都先导药物开发股份限公司年次时股东大会法律意见书成都先导药物开发股份限公司年次时股东大会决议,14.96,14.88,15.02,14.5,10192.6,15.07,0,1
197,2022-06-17,688314.SH,西安康拓医疗技术股份限公司股东减持股份结果,48.46,48.22,48.68,47.43,3985.89,49.2,1,-1
198,2022-06-17,688323.SH,科创板上市委年次审议会议国信证券股份限公司关深圳瑞华泰薄膜科技股份限公司科创板不特定象发行转换公司债券发行保荐书北京市中伦律师事务关深圳瑞华泰薄膜科技股份限公司不特定象发行转换公司债券法律意见书深圳瑞华泰薄膜科技股份限公司不特定象发行转换公司债券募集说明书上会稿瑞华泰关回复国信证券股份限公司关深圳瑞华泰薄膜科技股份限公司科创板不特定象发行转换公司债券上市保荐书,22.99,22.65,23.28,22.41,9408.71,23.05,0,1
199,2022-06-17,688388.SH,嘉元科技关收广东嘉元科技股份限公司特定象发行股票发行注册环节反馈意见落实函,84.6,80.0,84.97,79.18,68090.6,87.88,1,1
200,2022-06-17,688389.SH,深圳普门科技股份限公司关股东致行动人减持股份达,17.45,16.9,17.53,16.73,22734.7,18.04,1,-1
201,2022-06-17,688656.SH,江苏浩欧博生物医药股份限公司关公司实际控制人兼董事长部分董事增持公司股份结果国浩律师上海事务关江苏浩欧博生物医药股份限公司实际控制人增持公司股份法律意见书,39.32,38.76,39.44,38.29,1136.08,39.16,0,1
202,2022-06-17,688733.SH,壹石通关年限制性股票激励计划内幕信息知情人激励象买卖公司股票情况查报告壹石通年三次时股东大会决议北京德恒合肥律师事务关安徽壹石通材料科技股份限公司年三次时股东大会见证法律意见,76.0,73.0,76.5,73.0,13603.1,76.01,0,1
203,2022-06-18,000034.SZ,神州数码关子公司担保进展,15.35,15.53,15.69,15.15,96136.0,15.27,0,1
204,2022-06-18,000039.SZ,中集集团中国国际海运集装箱集团股份限公司关中国外运长航集团限公司日常关联交易预计中集集团中国国际海运集装箱集团股份限公司关九届董事会二中集集团中国国际海运集装箱集团股份限公司九届董事会独立董事关中国外运长航集团限公司下属公司持续关交易日常关联交易独立意见,13.7,13.6,13.75,13.46,131276.0,13.61,0,1
205,2022-06-18,000417.SZ,合肥百货九届董事会三次时会议决议合肥百货关清算注销全资子公司,4.47,4.5,4.53,4.46,122198.0,4.48,0,-1
206,2022-06-18,000498.SZ,山东路桥关子公司购置办公楼进展,10.05,9.98,10.09,9.74,317733.0,10.15,0,1
207,2022-06-18,000516.SZ,国际医学关子公司股权转进展,9.69,9.45,9.78,9.32,382911.0,10.34,1,1
208,2022-06-18,000517.SZ,荣安产关控股子公司提供担保进展,3.18,3.23,3.29,3.15,413352.0,3.22,1,1
209,2022-06-18,000548.SZ,湖南投资湖南投资年度次董事会时会议决议湖南投资湖南投资独立董事关聘高级理人员独立意见湖南投资湖南投资关聘高级理人员,4.5,4.52,4.55,4.43,128761.0,4.54,0,1
210,2022-06-18,000552.SZ,靖远煤电关控股子公司景泰煤业完成资金出资项目进展情况,4.53,4.5,4.57,4.45,810771.0,4.31,-1,1
211,2022-06-18,000564.SZ,大集年二次时股东大会决议大集关暂缓审议议案暨年年度股东大会取消审议议案补充通知大集十届董事会十三次会议决议大集供销大集年二次时股东大会法律意见书,0.98,0.94,0.98,0.93,2309780.0,0.96,-1,1
212,2022-06-18,000571.SZ,大洲关大股东股份新增轮候冻结,2.17,2.14,2.19,2.13,109601.0,2.09,-1,0
213,2022-06-18,000601.SZ,韶股份广东韶集团股份限公司关大股东持公司部分股份司法拍卖进展,6.47,5.86,6.47,5.77,472060.0,5.82,-1,1
214,2022-06-18,000606.SZ,利关参加年青海辖区上市公司投资集体接日暨年度业绩说明会,1.33,1.3,1.36,1.3,62549.0,1.32,0,1
215,2022-06-18,000616.SZ,海投关延期回复深圳证券交易年报问询函,1.5,1.49,1.5,1.48,65532.0,1.48,-1,-1
216,2022-06-18,000626.SZ,远大控股远大产业控股股份限公司内幕信息知情人登记理制度远大控股董事会决议远大控股远大产业控股股份限公司董事监事高级理人员持公司股份变动理制度远大控股远大产业控股股份限公司董事会审计委员会议事规远大控股远大产业控股股份限公司投资关系理制度远大控股远大产业控股股份限公司信息披露理制度,12.58,12.43,12.75,12.32,42946.3,13.08,1,1
217,2022-06-18,000638.SZ,万方关延期回复深圳证券交易年年报问询函,5.48,5.56,5.63,5.46,36484.0,5.38,-1,-1
218,2022-06-18,000656.SZ,金科股份金科股份年年报问询函专项说明金科股份关公司股东持部分股份解质押金科股份关卓越共赢计划暨年员工持股计划期持股计划锁定期届满提示性金科股份关深圳证券交易年报问询函回复,2.78,2.79,2.83,2.73,1270450.0,2.94,1,1
219,2022-06-18,000663.SZ,永安林业关出售资产暨关联交易进展,6.97,6.95,7.04,6.86,63131.0,7.08,1,1
220,2022-06-18,000690.SZ,宝新源关陆丰甲湖湾电厂号项目建设关工作,4.51,4.48,4.52,4.44,218691.0,4.55,0,1
221,2022-06-18,000702.SZ,正虹科技年非公开发行股股票募集资金使行性分析报告正虹科技关签署正虹科技关公司股票复牌正虹科技监事会决议正虹科技独立董事事前认意见正虹科技年度非公开发行股股票预案正虹科技关发行象签署附条件生效股份认购协议正虹科技关次非公开发行股票不存直接通利益相关方参认购投资提供财务资助补偿正虹科技关未弥补亏损达实收股总额三分正虹科技募集资金理制度正虹科技关无需编制前次募集资金使情况报告正虹科技未三年年正虹科技董事会决议正虹科技关非公开发行股票预案披露提示性正虹科技关非公开发行股票摊薄期回报采取填补措施相关主体承诺正虹科技关最近五年不存证券监部门交易采取监措施处罚整改情况,5.6,5.6,5.6,5.6,0.0,5.5,-1,1
222,2022-06-18,000716.SZ,黑芝麻十届董事会年五次时会议决议黑芝麻关年年度股东大会增加时提案暨股东大会补充通知黑芝麻独立董事关公司十届董事会年五次时会议相关事项独立意见黑芝麻关下属公司提供担保,3.42,3.45,3.48,3.36,489292.0,3.42,0,1
223,2022-06-18,000733.SZ,振华科技年半年报业绩预告,133.59,126.98,133.82,125.29,81534.8,126.99,-1,1
224,2022-06-18,000752.SZ,西发关延期回复年报问询函,4.28,4.27,4.4,4.25,10801.0,4.27,0,-1
225,2022-06-18,000755.SZ,山西路桥关参加山西辖区上市公司年投资网上集体接日暨年报业绩说明会活动,3.9,3.97,3.97,3.84,60338.2,3.99,1,1
226,2022-06-18,000792.SZ,盐湖股份盐湖股份年年度股东大会决议盐湖股份青海竞帆律师事务关青海盐湖工业股份限公司年年度股东大会法律意见书盐湖股份关盐湖摘牌,30.31,29.45,30.5,29.3,1161750.0,29.92,-1,-1
227,2022-06-18,000798.SZ,中水渔业关增加年度日常关联交易预计金额中水渔业八届监事会六次会议决议中水渔业关收政府补助中水渔业关签订托协议暨关联交易中水渔业八届董事会八次会议决议中水渔业关公司八届董事会八次会议相关议案事前认意见独立意见,9.51,9.65,9.86,9.37,107681.0,9.73,1,1
228,2022-06-18,000812.SZ,陕西金叶关控股股东致行动人减持计划提前终止暨后续减持计划预披露,6.16,6.28,6.29,6.11,742818.0,6.19,0,-1
229,2022-06-18,000813.SZ,德展健康关参加年新疆辖区投资网上集体接日活动,3.5,3.42,3.52,3.41,152893.0,3.51,0,1
230,2022-06-18,000816.SZ,智慧农业关拓展通机业务模式暨签订相关协议进展智慧农业关签署战略合作框架协议,4.6,4.15,4.6,4.13,1590390.0,5.06,1,1
231,2022-06-18,000826.SZ,启迪环境关股东股份司法拍卖进展暨权益变动提示性启迪环境启迪环境科技发展股份限公司简式权益变动报告书,3.11,3.17,3.18,3.11,205735.0,3.06,-1,1
232,2022-06-18,000878.SZ,云南铜业北京金诚达律师事务关云南铜业股份限公司非公开发行股股票补充法律意见书云南铜业关中国铜业限公司避免业竞争承诺云南铜业关云南铜业云南铜业股份限公司非公开发行股股票申请文件反馈意见回复报告云南铜业天职国际会计师事务特殊普通合伙关云南铜业股份限公司非公开发行股股票申请文件反馈意见回复,12.05,11.89,12.1,11.82,154119.0,11.87,-1,1
233,2022-06-18,000959.SZ,首钢股份北京首钢股份限公司关首钢智新迁安电磁材料限公司完成工商变更登记,4.59,4.65,4.65,4.54,480014.0,4.74,1,1
234,2022-06-18,000961.SZ,中南建设关苏州致哲公司提供担保进展中南建设关控股股东股份质押解质押月日,3.01,3.03,3.05,2.96,582910.0,3.13,1,1
235,2022-06-18,000967.SZ,盈峰环境关项目中标愿性信息披露,4.8,4.78,4.83,4.7,93409.9,4.84,0,1
236,2022-06-18,000971.SZ,高升关申请诉前财产保全,2.05,2.02,2.07,2.02,34276.0,2.01,-1,1
237,2022-06-18,000976.SZ,华铁股份北京德恒律师事务关广东华铁通达高铁装备股份限公司年度股东大会法律意见华铁股份广东华铁通达高铁装备股份限公司期员工持股计划,4.24,4.21,4.25,4.18,180968.0,4.32,1,1
238,2022-06-18,000983.SZ,山西焦煤山西焦煤源集团股份限公司独立董事关公司重大资产重组相关事项事前认意见山西焦煤中水致远资产评估限公司关山西焦煤山西焦煤源集团股份限公司八届监事会十三次会议决议山西焦煤平安证券股份限公司关山西焦煤源集团股份限公司山西焦煤关山西焦煤关发行股份购买资产募集配套资金暨关联交易报告书草案修订稿修订说明山西焦煤平安证券股份限公司关山西焦煤发行股份支付现金购买资产募集配套资金暨关联交易独立财务顾问报告修订稿山西焦煤立信会计师事务特殊普通合伙关山西焦煤源集团股份限公司山西焦煤山西焦煤源集团股份限公司发行股份支付现金购买资产募集配套资金暨关联交易报告书草案修订稿摘山西焦煤山西焦煤源集团股份限公司关参加山西辖区上市公司年投资网上集体接日活动山西焦煤山西焦煤源集团股份限公司发行股份支付现金购买资产募集配套资金暨关联交易报告书草案修订稿山西焦煤山西焦煤源集团股份限公司独立董事关公司重大资产重组相关事项独立意见山西焦煤北京观韬中茂律师事务关山西焦煤发行股份支付现金购买资产募集配套资金暨关联交易补充法律意见书二山西焦煤山西焦煤源集团股份限公司关山西焦煤山西焦煤源集团股份限公司八届董事会十四次会议决议山西焦煤山西儒林资产评估事务限公司关,14.09,14.17,14.32,13.8,956297.0,12.68,-1,1
239,2022-06-18,000989.SZ,九芝堂控股股东关减持九芝堂股份限公司股份超,9.04,9.02,9.06,8.89,85672.2,9.2,1,-1
240,2022-06-18,001202.SZ,炬申股份年二次时股东大会决议炬申股份独立董事关三届董事会次会议关事项独立意见炬申股份三届监事会次会议决议炬申股份关董事会监事会完成换届选举暨聘高级理人员证券事务代表内部审计负责人炬申股份三届董事会次会议决议炬申股份北京市嘉源律师事务关广东炬申物流股份限公司年二次时股东大会法律意见书,14.19,14.2,14.39,13.9,13851.0,14.32,0,1
241,2022-06-18,001218.SZ,丽臣实业关公司全资子公司银行申请授信额度担保事项进展,23.03,22.81,23.08,22.5,5693.08,23.14,0,1
242,2022-06-18,001696.SZ,宗申动力年年度权益分派实施,6.18,6.15,6.19,6.09,33188.6,6.24,0,1
243,2022-06-18,002022.SZ,科华关公司监事会主席采取刑事强制措施,8.62,8.65,8.8,8.61,60074.0,8.52,-1,-1
244,2022-06-18,002028.SZ,思源电气董事兼副总理股份减持计划预披露,36.8,35.4,37.05,35.0,76529.0,36.25,-1,-1
245,2022-06-18,002034.SZ,旺环境旺环境股份限公司公开发行股转换公司债券踪评级报告,19.92,19.78,20.06,19.34,22185.8,19.99,0,1
246,2022-06-18,002036.SZ,联创电子八届董事会八次会议决议联创电子关子公司提供新增担保额度联创电子关控股子公司联益光学增资扩股暨公司放弃优先增资认缴出资权联创电子关召开年三次时股东大会通知,14.07,13.9,14.2,13.7,320160.0,14.65,1,1
247,2022-06-18,002037.SZ,保利联合六届董事会二十次会议决议保利联合独立董事提名人声明保利联合独立董事关六届董事会二十次会议独立意见保利联合独立董事关六届董事会二十次会议事前认意见保利联合关年年度股东大会增加时提案暨补充通知保利联合独立董事候选人声明保利联合六届监事会十八次会议决议保利联合关聘公司年度审计机构保利联合关监事会换届选举,8.98,9.0,9.06,8.82,116662.0,9.19,1,1
248,2022-06-18,002049.SZ,紫光国微关变更持续督导保荐代表人,197.39,195.24,198.5,192.0,55014.1,193.1,-1,1
249,2022-06-18,002060.SZ,粤水电大华会计师事务普通特殊合伙关粤水电广东水电二局股份限公司关发行股份购买资产募集配套资金暨关联交易事项问询函回复暨重组报告书草案修订说明粤水电北京市金杜律师事务关广东水电二局股份限公司发行股份购买资产募集配套资金暨关联交易内幕信息知情人股票交易查情况专项核查意见粤水电粤水电关重大资产重组风险提示粤水电广东水电二局股份限公司关次交易相关内幕信息知情人买卖股票情况查报告粤水电广东水电二局股份限公司发行股份购买资产募集配套资金暨关联交易报告书草案修订稿粤水电北京市金杜律师事务关广东水电二局股份限公司发行股份购买资产募集配套资金暨关联交易补充法律意见书粤水电独立董事关重组问询函回复相关问题独立意见粤水电中联国际评估咨询限公司关深圳证券交易粤水电中信证券股份限公司关广东水电二局股份限公司次交易股票交易查期间相关内幕信息知情人买卖公司股票情况专项核查意见粤水电广东水电二局股份限公司发行股份购买资产募集配套资金暨关联交易报告书草案修订稿摘粤水电中信证券股份限公司关深圳证券交易,9.41,8.8,9.78,8.52,1663960.0,9.81,1,-1
250,2022-06-18,002086.SZ,东洋关再次延期回复深圳证券交易问询函,2.16,2.18,2.24,2.15,92547.0,2.09,-1,-1
251,2022-06-18,002091.SZ,江苏国泰江苏国泰国际集团股份限公司公开发行转换公司债券年踪评级报告江苏国泰关转换公司债券踪评级结果,11.91,11.4,12.28,11.39,622067.0,11.3,-1,1
252,2022-06-18,002151.SZ,北斗星通关投资设立惯性业务子公司暨关联交易进展,30.83,31.0,31.2,30.3,38523.6,31.5,1,1
253,2022-06-18,002157.SZ,正邦科技关国家电力投资集团限公司浙江分公司签署正邦科技独立董事关七届董事会二次时会议相关事项独立意见正邦科技关债转股方式子公司增资正邦科技关召开年四次时股东大会通知正邦科技七届董事会二次时会议决议正邦科技关放弃控股子公司增资优先认缴出资权优先购买权,6.32,6.35,6.45,6.17,834806.0,6.95,1,1
254,2022-06-18,002174.SZ,游族网络关举行年度网上业绩说明会,9.21,9.4,9.46,9.08,217195.0,9.18,0,1
255,2022-06-18,002189.SZ,中光学关公司董事辞职中光学关聘公司总会计师财务负责人中光学关聘公司总理中光学五届董事会三十次时会议决议中光学关指定高级理人员代行董事会秘书职责中光学独立董事五届董事会三十次时会议相关事项独立意见中光学关公司副总理辞职,15.7,15.38,15.88,15.05,83584.1,15.56,-1,1
256,2022-06-18,002194.SZ,武汉凡谷关完成工商变更登记取营业执,9.62,9.71,9.85,9.47,314416.0,9.73,0,1
257,2022-06-18,002204.SZ,大重工年半年度业绩预告,3.85,3.78,3.87,3.74,177944.0,4.24,1,1
258,2022-06-18,002232.SZ,启明信息启明信息技术股份限公司章程年月启明信息独立董事六届董事会年五次时会议关事项独立意见启明信息启明信息年二次时股东大会法律意见书启明信息年二次时股东大会决议启明信息年三次时股东大会通知,13.78,13.7,13.92,13.5,95257.5,14.24,1,1
259,2022-06-18,002243.SZ,力合科创关年应新冠病毒疫情入园企业实施减免措施力合科创关全资子公司银行申请授信额度提供担保力合科创五届董事会二十三次会议决议力合科创独立董事关年应新冠病毒疫情入园企业实施减免措施独立意见力合科创关召开年二次时股东大会通知力合科创五届监事会二十三次会议决议,9.71,9.56,9.73,9.4,136872.0,9.71,0,1
260,2022-06-18,002249.SZ,大洋电机监事会关年股票期权激励计划激励象名单公示情况说明核查意见大洋电机关中山大洋电机股份限公司实施员工持股计划法律意见书,6.04,5.84,6.09,5.82,433677.0,6.19,1,1
261,2022-06-18,002271.SZ,东方雨虹北京东方雨虹防水技术股份限公司关延长年员工持股计划锁定期东方雨虹独立董事关七届董事会五十二次会议相关事项独立意见东方雨虹北京东方雨虹防水技术股份限公司七届监事会二十九次会议决议东方雨虹关公司控股股东部分股份质押解质押东方雨虹北京东方雨虹防水技术股份限公司七届董事会五十二次会议决议,45.4,45.0,45.48,44.7,183753.0,47.71,1,1
262,2022-06-18,002284.SZ,亚太股份关使部分闲置募集资金进行现金理期赎回亚太股份关亚太转债踪信评级结果,8.68,8.48,8.8,8.48,269767.0,8.93,1,-1
263,2022-06-18,002356.SZ,赫美关延期回复深圳证券交易年报问询函,5.29,5.24,5.41,5.13,65338.9,5.12,-1,-1
264,2022-06-18,002404.SZ,嘉欣丝绸关控股子公司提供担保进展,5.53,5.54,5.56,5.43,37530.0,5.62,1,1
265,2022-06-18,002408.SZ,齐翔达关非营性资金占关联资金情况专项说明更正齐翔达淄博齐翔达化工股份限公司年度审计报告齐翔达关公司全资子公司全资孙公司全资子公司提供担保齐翔达淄博齐翔达化工股份限公司非营性资金占关联资金情况专项说明齐翔达关年年度审计报告更正齐翔达关控股股东致行动人股份新增轮候冻结,8.31,8.17,8.44,8.15,252254.0,8.14,-1,0
266,2022-06-18,002439.SZ,启明星辰五届监事会二次时会议决议启明星辰年非公开发行股股票预案启明星辰年度非公开发行股股票募集资金运行性分析报告启明星辰关最近五年证券监部门交易采取处罚监措施情况启明星辰关签署投资合作附条件生效股份认购协议暨控制权拟发生变更提示性启明星辰关公司特定象签署附条件生效非公开发行股份认购协议暨关联交易启明星辰关公司股票复牌提示性启明星辰简式权益变动报告书,20.65,20.65,20.65,20.65,0.0,21.1,1,1
267,2022-06-18,002447.SZ,晨鑫退独立董事关公司董事高级理人员辞职独立意见,0.2,0.21,0.22,0.2,523876.0,0.2,0,1
268,2022-06-18,002456.SZ,欧菲光独立董事关相关事项独立意见欧菲光五届董事会六次时会议决议欧菲光关变更副总理董事会秘书证券事务代表欧菲光关深交年年报问询函回复欧菲光大华关年报问询函中关事项说明,5.87,5.85,5.9,5.73,295635.0,5.96,1,1
269,2022-06-18,002459.SZ,晶澳科技关部分股票期权注销完成,70.87,69.78,72.72,68.67,182280.0,70.0,-1,0
270,2022-06-18,002500.SZ,山西证券关参加山西辖区上市公司年投资网上集体接日暨年报业绩说明会山西证券关专业投资公开发行公司债券获中国证券监督理委员会意注册批复,5.88,5.72,6.0,5.68,551428.0,5.69,-1,1
271,2022-06-18,002503.SZ,搜特关转参股子公司股权暨关联交易搜特独立董事关相关事项事前认意见搜特六届董事会四次会议决议,1.24,1.25,1.26,1.23,540484.0,1.24,0,1
272,2022-06-18,002512.SZ,达华智独立董事关公司理层收购独立意见达华智中信证券股份限公司关公司理层收购独立财务顾问报告,3.1,3.14,3.18,3.04,563678.0,3.06,-1,1
273,2022-06-18,002521.SZ,齐峰新材关投资建设贵港市粤桂循环产业园区年产万吨特纸项目齐峰新材关广西投资设立全资子公司,5.18,5.2,5.21,5.11,27789.6,5.23,0,1
274,2022-06-18,002527.SZ,新时达关调整年股票期权限制性股票激励计划首次授予预留授予股票期权行权价格新时达五届监事会十五次会议决议新时达上海信公轶禾企业理咨询限公司关上海新时达电气股份限公司年股票期权限制性股票激励计划首次授予部分限制性股票解限售期解限售条件成相关事项独立财务顾问报告新时达独立董事关五届董事会二十次会议相关事项独立意见新时达关注销年股票期权限制性股票激励计划首次授予部分股票期权新时达五届董事会二十次会议决议新时达上海市锦天城律师事务关上海新时达电气股份限公司年股票期权限制性股票激励计划首次授予部分行权期行权条件解限售期解限售条件成调整股票期权行权价格注销部分股票期权相关事项法律意见书新时达关年股票期权限制性股票激励计划首次授予限制性股票解限售期解限售条件成新时达关年股票期权限制性股票激励计划首次授予股票期权行权期行权条件成新时达上海信公轶禾企业理咨询限公司关上海新时达电气股份限公司年股票期权限制性股票激励计划首次授予部分股票期权行权期行权条件成相关事项独立财务顾问报告,6.04,5.99,6.07,5.92,38833.5,6.15,1,1
275,2022-06-18,002554.SZ,惠博普四届董事会年四次会议决议惠博普关全资子公司大庆惠博普石油机械设备制造限公司提供担保惠博普联储证券限责公司关华油惠博普科技股份限公司控股股东提供反担保暨关联交易核查意见惠博普四届监事会年三次会议决议惠博普关召开年二次时股东大会通知惠博普独立董事关四届董事会年四次会议相关事项事前认意见惠博普联储证券限责公司关华油惠博普科技股份限公司全资子公司提供担保核查意见惠博普四届董事会年四次会议相关事项独立董事意见惠博普关控股股东提供反担保暨关联交易,3.41,3.45,3.47,3.35,287222.0,3.32,-1,1
276,2022-06-18,002557.SZ,洽洽食品关控股股东增持进展,56.56,57.33,57.65,55.91,34786.1,55.56,-1,1
277,2022-06-18,002558.SZ,巨人网络简式权益变动报告书巨人网络关公司持股,8.82,8.94,9.0,8.71,174882.0,8.81,0,1
278,2022-06-18,002572.SZ,索菲亚关公司全资子公司增资索菲亚五届董事会七次会议决议索菲亚五届监事会六次会议决议索菲亚关公司全资子公司投资建设扩产项目,22.28,21.88,22.43,21.11,146733.0,24.35,1,1
279,2022-06-18,002596.SZ,海南瑞泽关转新疆煤炭交易中心限公司股权进展,3.37,3.39,3.42,3.33,386250.0,3.39,0,1
280,2022-06-18,002611.SZ,东方精工关分拆属子公司苏州百胜动力机器股份限公司创业板上市申请获深圳证券交易受理提示性东方精工四届监事会十四次时会议决议东方精工年限制性股票激励计划首次授予部分二解限售期解限售激励象名单东方精工四届董事会十七次时会议决议东方精工独立董事关四届董事会十七次时会议相关事项独立意见东方精工关年限制性股票激励计划首次授予部分二解限售期解限售条件成,4.38,4.15,4.41,4.13,339731.0,4.31,-1,1
281,2022-06-18,002614.SZ,奥佳华董事会秘书工作制度奥佳华投资关系理制度奥佳华五届董事会十四次会议决议奥佳华董事监事高级理人员持股理制度奥佳华信息披露事务理制度奥佳华关召开年二次时股东大会通知奥佳华内部审计工作理制度奥佳华现金理财理制度奥佳华总理工作细奥佳华五届监事会十四次会议决议奥佳华控股子公司理制度奥佳华独立董事关公司五届董事会十四次会议相关事项独立意见奥佳华股东大会网络投票实施细奥佳华公司章程奥佳华募集资金专项存储使理制度奥佳华监事会议事规奥佳华内幕信息知情人登记理制度奥佳华重大信息内部报告制度奥佳华金融衍生品交易业务内部控制制度奥佳华董事会专门委员会工作制度奥佳华关联交易内部控制决策制度奥佳华外投资理办法奥佳华累积投票制实施细奥佳华关提名五届董事会非独立董事候选人奥佳华社会责制度奥佳华定期报告信息披露重大差错责追究制度奥佳华外部信息报送使理制度奥佳华关注销公司回购专证券账户股份奥佳华独立董事制度奥佳华董事会议事规奥佳华股东大会议事规奥佳华外担保理制度奥佳华公司章程修订表,8.7,8.48,8.74,8.43,107159.0,8.77,0,1
282,2022-06-18,002630.SZ,华西源关控股股东部分股份司法拍卖进展,3.59,3.16,3.78,3.16,3933720.0,3.28,-1,1
